time,000001.OF,000011.OF,000021.OF,000020.OF,000039.OF,000017.OF,000029.OF,000030.OF,000126.OF,000057.OF,000066.OF,000083.OF,000073.OF,000082.OF,000117.OF,000136.OF,000120.OF,000056.OF,000173.OF,000127.OF,000264.OF,000209.OF,000172.OF,000242.OF,000220.OF,000251.OF,000167.OF,000263.OF,000294.OF,000199.OF
20191219,6.4691978,26.63590139,3.86355019,2.8019605,2.1009,2.98303853,2.51135418,2.20378157,1.8328278,1.525,1.70448377,4.612,1.463,2.38223424,1.918,3.30550785,1.50576608,2.147,2.63502911,2.6466876,0.92285107,1.414,2.6985587,2.01483973,2.691,3.70909215,1.9834,2.28552057,2.92461148,1.316
20191220,6.45723995,26.71976171,3.83886297,2.7910791,2.081,2.97098237,2.49284582,2.2102611,1.81737167,1.52,1.70391923,4.604,1.445,2.37443642,1.906,3.28220501,1.5047319,2.144,2.62720672,2.62341847,0.9245989,1.404,2.68900966,2.0022075,2.662,3.70746607,1.97635,2.27260139,2.92584497,1.3126
20191223,6.38549284,26.62844713,3.79360306,2.74864164,2.052,2.94342543,2.46624004,2.18304706,1.7957331,1.514,1.69375753,4.574,1.424,2.35104296,1.89,3.2402599,1.49335592,2.127,2.60820948,2.59121775,0.92197716,1.374,2.6508135,1.97220597,2.655,3.65705754,1.965775,2.23032043,2.89747463,1.2948
20191224,6.4452821,27.02352242,3.87177926,2.7856384,2.0881,2.96926006,2.51829482,2.18008499,1.83054298,1.523,1.69954406,4.598,1.452,2.36858806,1.905,3.26356274,1.51300534,2.146,2.62050181,2.62059797,0.93770758,1.395,2.66800178,2.00852362,2.652,3.67169228,1.979875,2.27729927,2.91104306,1.303
20191225,6.49311351,27.08129287,3.90469556,2.79978422,2.1111,2.96409314,2.53680319,2.1876753,1.84788072,1.522,1.69516888,4.577,1.468,2.37053751,1.904,3.26356274,1.52334714,2.145,2.60597451,2.63775602,0.94382496,1.412,2.66991158,2.03378806,2.661,3.6603097,1.968125,2.29139292,2.91227655,1.3044
20191226,6.55290276,27.26205845,3.91703917,2.8128419,2.1154,2.97442699,2.55184124,2.22136887,1.84935914,1.53,1.70589512,4.605,1.461,2.38613315,1.913,3.26356274,1.52955222,2.154,2.61938432,2.64257437,0.94906843,1.417,2.69091947,2.03694612,2.672,3.70583999,1.982225,2.29843975,2.93941339,1.3143
20191227,6.52300814,27.30864751,3.89029468,2.77802142,2.1034,2.95548159,2.52060837,2.22766327,1.8330966,1.527,1.70688306,4.618,1.444,2.38613315,1.915,3.23676448,1.51403952,2.146,2.61267942,2.63187997,0.94994234,1.398,2.68137043,2.01168167,2.654,3.69770958,1.982225,2.27964821,2.94928133,1.3109
20191230,6.57681847,27.72235843,3.93555458,2.81501818,2.124,2.96926006,2.55299801,2.2585799,1.8454615,1.539,1.72367809,4.704,1.456,2.4231728,1.939,3.24142504,1.5254155,2.17,2.6283242,2.6590273,0.96042929,1.411,2.7214764,2.04010418,2.665,3.76275285,2.021,2.29491633,2.9899866,1.3313
20191231,6.6067131,27.79690093,3.94378366,2.82807586,2.1299,2.99337238,2.55646833,2.27061332,1.85365997,1.548,1.72381923,4.734,1.463,2.43292008,1.95,3.25540675,1.53368894,2.185,2.64396899,2.67689047,0.96567276,1.426,2.73102544,2.05589446,2.703,3.76275285,2.031575,2.30666104,3.00972248,1.3357
20200102,6.71433376,28.04102765,4.01167352,2.87595402,2.2086,3.03298548,2.60736634,2.29727197,1.90957083,1.559,1.73285185,4.729,1.486,2.46606082,1.964,3.29036101,1.57298778,2.211,2.68419844,2.73118511,0.98227709,1.457,2.77877064,2.11589752,2.702,3.80665705,2.0304,2.35481436,3.05536172,1.3578
20200103,6.73824947,27.87703413,4.02401713,2.87051332,2.2148,3.02781855,2.61315021,2.29042217,1.91185565,1.549,1.72720646,4.686,1.487,2.46021245,1.96,3.27171874,1.56885106,2.202,2.67078862,2.73318297,0.98140318,1.464,2.77113141,2.12379266,2.684,3.80340489,2.012775,2.35246541,3.04302679,1.3522
20200106,6.73824947,27.49314022,4.03018893,2.89662868,2.2462,3.02265163,2.62471794,2.2861642,1.9306718,1.539,1.72043199,4.665,1.506,2.46411136,1.956,3.26006732,1.56471434,2.205,2.65961378,2.7620931,0.97266406,1.481,2.76349218,2.15537322,2.664,3.78714407,1.9975,2.36773354,3.04919425,1.3461
20200107,6.7681441,27.69999568,4.04664708,2.91295078,2.3019,3.05365318,2.63512889,2.31393362,1.9543264,1.561,1.72678305,4.715,1.518,2.48555537,1.986,3.26822331,1.57505614,2.229,2.69984323,2.77596056,0.98140318,1.498,2.79786872,2.16958447,2.722,3.80828313,2.01395,2.37947825,3.10223444,1.3567
20200108,6.72629162,27.36269083,4.01373078,2.8944524,2.245,3.01576239,2.62124762,2.2811657,1.94438071,1.554,1.71281072,4.686,1.511,2.46021245,1.977,3.24608561,1.55333836,2.222,2.66073126,2.74458249,0.97091623,1.492,2.75776275,2.14432002,2.716,3.7399877,2.005725,2.36303565,3.07139712,1.3386
20200109,6.82195443,27.82485438,4.09396426,2.9434187,2.2854,3.07432089,2.64438308,2.30819461,1.97811539,1.575,1.72551284,4.773,1.548,2.49920155,2.02,3.34395754,1.5822954,2.256,2.70319568,2.80404805,0.98489882,1.512,2.7940491,2.18537475,2.821,3.77901366,2.043325,2.41588685,3.10470143,1.3576
20200110,6.79803873,28.05593615,4.09190699,2.95212382,2.2814,3.08637705,2.63512889,2.29856787,1.98779227,1.578,1.72537171,4.826,1.564,2.4972521,2.033,3.39172836,1.5874663,2.264,2.7020782,2.7913558,0.9980075,1.51,2.79977853,2.18853281,2.823,3.76600501,2.06095,2.41706132,3.11580286,1.3616
20200113,6.92957509,28.15284141,4.16802592,2.9978257,2.3232,3.12943476,2.65710758,2.32281984,2.02031734,1.581,1.73285185,4.874,1.6,2.52649393,2.062,3.4511506,1.59987646,2.291,2.72331041,2.83037273,1.01286401,1.542,2.83415507,2.22485045,2.86,3.79527448,2.07975,2.46286569,3.13677224,1.375
20200114,6.88174369,27.93294101,4.16596865,2.97279848,2.3353,3.11565629,2.66404822,2.3181916,2.02219895,1.564,1.73087596,4.814,1.604,2.51869611,2.042,3.46280202,1.59470556,2.275,2.70431317,2.82802231,1.00325098,1.535,2.83033546,2.20748114,2.84,3.76925717,2.07035,2.44994651,3.11210238,1.3692
20200115,6.89370154,27.783856,4.15362504,2.97171034,2.3333,3.12254553,2.65016694,2.30893512,2.01789812,1.563,1.72297242,4.843,1.609,2.51089828,2.055,3.52455455,1.59884228,2.276,2.69649077,2.83812911,1.0049988,1.546,2.82269622,2.21537628,2.884,3.73348338,2.069175,2.46169122,3.09853396,1.3664
20200116,6.86380691,27.68508717,4.1433387,2.97279848,2.3378,3.12599015,2.65942113,2.30023404,2.02932221,1.569,1.71859724,4.838,1.613,2.50699937,2.068,3.55834367,1.5978081,2.278,2.69090335,2.8538769,1.00587271,1.543,2.80741776,2.21379726,2.924,3.71234432,2.068,2.46404016,3.1269043,1.3579
20200117,6.83989121,27.76335681,4.12893782,2.96300522,2.344,3.14665785,2.66520499,2.30319611,2.03187583,1.577,1.72762986,4.851,1.608,2.50699937,2.078,3.56649966,1.59884228,2.278,2.69313832,2.87432554,1.00412489,1.547,2.80932757,2.22327142,2.961,3.71071823,2.07035,2.46404016,3.11703636,1.3614
20200120,6.92359617,27.65154305,4.20299948,3.02176478,2.3724,3.19488249,2.67908627,2.31448901,2.09047471,1.579,1.73355752,4.847,1.653,2.52649393,2.095,3.65038989,1.62779932,2.291,2.7020782,2.90593865,1.01286401,1.575,2.83415507,2.25169393,3.013,3.73836162,2.064475,2.49222746,3.10716841,1.3747
20200121,6.88174369,27.11110987,4.15773958,3.00761896,2.3679,3.16560324,2.6305018,2.2811657,2.09060911,1.555,1.7139398,4.752,1.644,2.48945428,2.065,3.63524304,1.602979,2.26,2.67190611,2.88125927,1.00062924,1.571,2.79022949,2.24064073,3.022,3.66193579,2.0304,2.46873804,3.0578287,1.3556
20200122,6.99534328,27.36828152,4.27911842,3.04026316,2.4199,3.22416174,2.67098886,2.28801549,2.1500144,1.559,1.72014972,4.776,1.684,2.50699937,2.078,3.71330755,1.6288335,2.281,2.69202084,2.93731672,1.01461183,1.598,2.80359814,2.27695838,3.009,3.6781966,2.04215,2.51806582,3.04672727,1.3666
20200123,6.76216517,26.33773136,4.13716689,2.97715104,2.3579,3.14838016,2.61893407,2.221554,2.09531315,1.522,1.68924122,4.613,1.636,2.43681899,2.012,3.62242648,1.58022704,2.216,2.60820948,2.83213554,0.98227709,1.531,2.7214764,2.21537628,2.943,3.56762305,1.975175,2.44172521,2.95298181,1.3311
20200203,6.30178788,24.1536359,3.8429775,2.7965198,2.1785,2.9365362,2.44773167,2.0427189,1.93631665,1.428,1.60992352,4.288,1.523,2.27501421,1.88,3.40687521,1.46956978,2.075,2.41488461,2.63740345,0.90537283,1.409,2.52094656,2.05747348,2.833,3.29931959,1.8377,2.26907797,2.73588707,1.2373
20200204,6.50507136,24.72947676,4.04047528,2.88792356,2.3059,3.06054242,2.54258705,2.09325926,2.02340856,1.485,1.64478379,4.411,1.625,2.35299241,1.953,3.60145392,1.53679148,2.148,2.52998554,2.78477463,0.94032931,1.479,2.56296234,2.12221363,2.922,3.37411934,1.888225,2.36421012,2.84320095,1.2803
20200205,6.51702921,24.93633222,4.12070875,2.91947962,2.3567,3.10532244,2.59232829,2.11473428,2.04195591,1.51,1.65649797,4.453,1.658,2.38028479,1.979,3.68534415,1.55333836,2.181,2.54116039,2.83366331,0.95169017,1.521,2.59351926,2.14747808,2.995,3.37411934,1.921125,2.38887401,2.8863732,1.2883
20200206,6.62464988,25.22518444,4.2215149,2.99020872,2.4743,3.18627095,2.66751854,2.1537966,2.09168432,1.54,1.67456322,4.52,1.716,2.43097062,2.017,3.81467491,1.59573974,2.225,2.5992696,2.92250909,0.96916841,1.565,2.63362523,2.1822167,3.088,3.40989314,1.9552,2.44289968,2.96161626,1.3072
20200207,6.64856558,25.27550063,4.20505675,2.992385,2.5548,3.1966048,2.69875141,2.15712893,2.11668292,1.546,1.6797852,4.522,1.727,2.43292008,2.026,3.87875772,1.60504736,2.207,2.60150457,2.97609861,0.97179014,1.576,2.63744485,2.18853281,3.043,3.38875408,1.946975,2.46404016,2.9899866,1.3094
20200210,6.67248128,25.48608321,4.25648846,3.01741222,2.5523,3.1759371,2.71031914,2.19970872,2.11762373,1.541,1.67498662,4.56,1.745,2.45436408,2.025,3.84846403,1.61642334,2.214,2.61044445,3.01958134,0.98402491,1.623,2.65272331,2.20432309,3.052,3.40501489,1.9787,2.47108698,3.02945837,1.309
20200211,6.74422839,25.84388725,4.2996911,3.02938176,2.5067,3.21210558,2.71263269,2.21933245,2.17662581,1.556,1.68641853,4.662,1.752,2.46801027,2.056,3.86477601,1.61952588,2.23,2.63949905,2.9979575,0.99189012,1.596,2.66036254,2.21537628,3.083,3.43916261,2.00455,2.48048275,3.04919425,1.3246
20200212,6.85184906,26.05446983,4.40049726,3.07073108,2.5777,3.2775533,2.78319584,2.22951457,2.21936536,1.573,1.69940292,4.682,1.79,2.49335319,2.079,3.95565709,1.64744874,2.246,2.6652012,3.07669648,1.00849445,1.64,2.67755082,2.26274712,3.131,3.45379734,2.02805,2.53333395,3.07139712,1.3388
20200213,6.86978584,25.81407024,4.39226818,3.07073108,2.551,3.25344098,2.7889797,2.23155099,2.21425812,1.557,1.69305186,4.634,1.777,2.47775755,2.058,3.9253634,1.64641456,2.223,2.65961378,3.05836322,1.00062924,1.635,2.66418216,2.25801004,3.119,3.44078869,2.01865,2.50632111,3.04672727,1.3343
20200214,6.87576476,25.98924514,4.37375277,3.08814132,2.5464,3.2568856,2.79707711,2.26894715,2.21439252,1.561,1.700532,4.656,1.766,2.48750482,2.053,3.9032257,1.64331202,2.217,2.67749353,3.04907908,0.99625968,1.622,2.66991158,2.25327296,3.13,3.49607546,2.029225,2.511019,3.08496554,1.3379
20200217,7.05513254,26.3955018,4.50953249,3.17628066,2.6136,3.3361118,2.8618564,2.29856787,2.29328597,1.587,1.73285185,4.721,1.819,2.54793793,2.092,4.0057582,1.69502102,2.243,2.72331041,3.16037134,1.03034225,1.667,2.73102544,2.33222436,3.212,3.57087522,2.048025,2.59792985,3.1441732,1.368
20200218,7.14481643,26.32654998,4.54862059,3.1936909,2.6607,3.34989027,2.90581378,2.28505342,2.31479015,1.586,1.727771,4.703,1.839,2.54403902,2.094,4.06051987,1.706397,2.247,2.71548802,3.19010412,1.03908137,1.717,2.73293525,2.40012256,3.2,3.53022318,2.03745,2.6202448,3.15527463,1.3633
20200219,7.09698502,26.32468642,4.48073073,3.16975182,2.579,3.31888871,2.88961895,2.28708984,2.27702344,1.573,1.72664192,4.749,1.809,2.53429175,2.089,4.05469416,1.68157668,2.229,2.70431317,3.1387475,1.02772051,1.701,2.73484506,2.36064686,3.149,3.52859709,2.024525,2.5838362,3.16390908,1.3622
20200220,7.25841602,26.82412122,4.58153688,3.2045723,2.5959,3.37400259,2.92085183,2.31060129,2.35296006,1.598,1.74625964,4.886,1.863,2.58107867,2.138,4.12110725,1.71880716,2.281,2.75124753,3.20185621,1.04082919,1.736,2.78640987,2.39854353,3.186,3.60827509,2.0633,2.63786187,3.19721339,1.3921
20200221,7.37799454,26.76262365,4.65148401,3.22742324,2.6492,3.4170603,2.97174984,2.29893813,2.40793011,1.604,1.74738872,4.875,1.893,2.58887649,2.149,4.18985063,1.74155912,2.284,2.76018741,3.22982618,1.05306396,1.765,2.79786872,2.45380951,3.21,3.58876211,2.062125,2.70363224,3.19844688,1.3974
20200224,7.40788917,26.26318885,4.70085845,3.25462674,2.7036,3.44978417,3.01802076,2.27857389,2.45510489,1.607,1.73440433,4.829,1.889,2.58302813,2.138,4.24228202,1.77155034,2.283,2.74901256,3.23817016,1.06704655,1.8,2.80359814,2.52486577,3.255,3.55624048,2.05155,2.76822815,3.20214736,1.3876
20200225,7.43778379,25.92774757,4.75229017,3.28183024,2.6827,3.46011802,3.03421558,2.2761672,2.47929709,1.603,1.7249483,4.827,1.918,2.57328085,2.141,4.28655742,1.76741362,2.283,2.75013004,3.24052058,1.06792046,1.84,2.80168834,2.5769737,3.295,3.54323183,2.059775,2.80581122,3.24285262,1.3844
20200226,7.15677428,25.64821316,4.54862059,3.210013,2.5765,3.32750025,2.93357633,2.29375451,2.35309446,1.556,1.71958518,4.721,1.82,2.52844338,2.088,4.11178612,1.70226028,2.226,2.6797285,3.10525405,1.0268466,1.721,2.7692216,2.46959979,3.199,3.54160575,2.03275,2.67661941,3.18117798,1.3632
20200227,7.14481643,26.07310546,4.55890693,3.2154537,2.6145,3.33094487,2.94283051,2.30671357,2.36304014,1.582,1.73059369,4.783,1.806,2.54988739,2.119,4.12110725,1.71053372,2.249,2.68531593,3.14074536,1.04082919,1.724,2.78259026,2.48539007,3.24,3.55136224,2.05625,2.70480671,3.2477866,1.3682
20200228,6.95946972,25.22518444,4.36963823,3.1229618,2.4755,3.2172725,2.82715321,2.25135985,2.28764112,1.535,1.69474548,4.637,1.734,2.46606082,2.049,3.95332681,1.66089308,2.18,2.58697727,3.03427145,0.99625968,1.622,2.68900966,2.33696144,3.158,3.44241477,2.003375,2.60497668,3.13800573,1.3265
20200302,7.12090072,26.22032691,4.50130341,3.21654184,2.5168,3.28788716,2.92663569,2.33133579,2.32433262,1.566,1.73271071,4.759,1.769,2.54598848,2.114,4.04537302,1.71467044,2.232,2.6652012,3.13005096,1.02247704,1.676,2.78259026,2.42538701,3.247,3.5546144,2.052725,2.67544494,3.22681722,1.3619
20200303,7.15079535,26.10478602,4.53833424,3.23504022,2.5336,3.34300103,2.95092792,2.33244657,2.33064948,1.582,1.74315468,4.821,1.797,2.56158412,2.134,4.11644669,1.71260208,2.253,2.69984323,3.16812772,1.03121616,1.707,2.7921393,2.44275632,3.343,3.55949264,2.092675,2.70010883,3.26258851,1.3724
20200304,7.15677428,26.25014391,4.46632985,3.24156906,2.5192,3.30166562,2.95092792,2.37502636,2.27016898,1.587,1.75063482,4.857,1.761,2.5713314,2.13,4.06051987,1.69191848,2.246,2.73672023,3.15602307,1.03121616,1.692,2.80550795,2.41749187,3.337,3.60664901,2.1103,2.68131729,3.30946124,1.3753
20200305,7.21058461,26.75889652,4.48484526,3.26877256,2.5293,3.34127872,2.95092792,2.40612811,2.28858193,1.617,1.77773268,5.029,1.771,2.61616886,2.179,4.04420788,1.69812356,2.294,2.79594692,3.17294608,1.03733354,1.691,2.84752373,2.42538701,3.41,3.68957917,2.160825,2.69071306,3.39703923,1.4042
20200306,7.12687965,26.2855516,4.43958536,3.23286394,2.5055,3.32405564,2.92316537,2.37798843,2.27393221,1.599,1.75599794,4.957,1.763,2.58497758,2.155,4.01158391,1.68261086,2.276,2.7825371,3.12981592,1.03121616,1.67,2.80550795,2.40012256,3.428,3.61315334,2.1244,2.65900234,3.36373492,1.3835
20200309,6.93555402,25.41713139,4.20505675,3.14037204,2.3451,3.15182477,2.84219126,2.31078642,2.14907359,1.541,1.71182278,4.789,1.67,2.48945428,2.076,3.80185835,1.60401318,2.204,2.67525856,2.98937847,0.98577274,1.566,2.70428813,2.27695838,3.362,3.51233628,2.069175,2.52628712,3.27368994,1.3367
20200310,7.09100609,25.91470263,4.34700828,3.19151462,2.4284,3.23966251,2.85260222,2.33651942,2.21869336,1.573,1.73567454,4.904,1.717,2.54014011,2.118,3.93701482,1.65261964,2.253,2.71325305,3.05119445,0.99538577,1.624,2.75967256,2.34643561,3.352,3.56762305,2.1009,2.60732562,3.30822774,1.3642
20200311,6.97142758,25.77493543,4.24620212,3.1447246,2.384,3.16388093,2.83987772,2.31985776,2.16990576,1.558,1.71746816,4.868,1.686,2.50894883,2.089,3.87992286,1.6081499,2.23,2.67637605,3.00653652,0.9901423,1.595,2.72338621,2.30380185,3.297,3.52046669,2.071525,2.56269572,3.28849186,1.3447
20200312,6.86978584,25.19164031,4.16802592,3.0848769,2.3321,3.08637705,2.82136935,2.26617021,2.14531036,1.53,1.7001086,4.759,1.649,2.46021245,2.039,3.81817033,1.58332958,2.184,2.61044445,2.94119491,0.97266406,1.56,2.67564101,2.24853587,3.2,3.48144073,2.02805,2.5192403,3.20091387,1.3198
20200313,6.79803873,24.8226549,4.1433387,3.0522327,2.3343,3.06398703,2.80864484,2.24506545,2.14719197,1.526,1.68486605,4.704,1.634,2.43097062,2.01,3.82166576,1.58022704,2.146,2.5769199,2.93108812,0.96654667,1.549,2.6489037,2.24379879,3.163,3.44404085,1.998675,2.50514664,3.18981243,1.3023
20200316,6.52300814,23.73060717,3.89440921,2.93688986,2.2417,2.88314463,2.75311974,2.1556479,2.00929645,1.464,1.63815046,4.506,1.527,2.31985168,1.909,3.64223389,1.49645846,2.077,2.4450567,2.76820419,0.93421193,1.451,2.5534133,2.10958141,3.02,3.30744999,1.925825,2.36186118,3.06276267,1.2472
20200317,6.52898706,23.41752864,3.88618014,2.92383218,2.2701,2.88831156,2.7635307,2.14083754,2.00029157,1.468,1.63645685,4.457,1.517,2.30815494,1.899,3.67136244,1.50369772,2.061,2.43388185,2.7727875,0.9245989,1.45,2.5553231,2.11589752,3.014,3.29281526,1.907025,2.35833777,3.04179329,1.2403
20200318,6.47517673,23.10817723,3.82034755,2.88030658,2.2643,2.84869846,2.74039524,2.12306511,1.98819547,1.46,1.61359303,4.383,1.495,2.26916584,1.874,3.62825219,1.48818502,2.038,2.4081797,2.74493505,0.90974239,1.422,2.51712694,2.07957988,2.995,3.19850253,1.8659,2.32897599,3.01342296,1.2242
20200319,6.48713458,22.59756106,3.82857662,2.8726896,2.3212,2.85558769,2.74270878,2.09566594,2.00701163,1.455,1.59242282,4.29,1.492,2.24382292,1.844,3.65854588,1.50369772,2.008,2.37577264,2.75327904,0.91236413,1.424,2.5075779,2.09694918,2.935,3.13671143,1.820075,2.34189517,2.99862105,1.2097
20200320,6.58279739,23.03177116,3.87383653,2.92274404,2.3545,2.90209002,2.7635307,2.12287998,2.04639115,1.481,1.61782707,4.408,1.504,2.28671094,1.889,3.66437159,1.53885984,2.046,2.41376712,2.79758441,0.93683366,1.418,2.54386426,2.11431849,3.003,3.20338077,1.8847,2.36538459,3.07016363,1.2297
20200323,6.36755606,22.37020641,3.68868237,2.83678098,2.2653,2.75397148,2.68834045,2.04568098,1.94679993,1.445,1.58621289,4.281,1.428,2.20483382,1.816,3.51523341,1.47784322,2.009,2.33330822,2.69839679,0.90886848,1.322,2.47129155,1.97694306,2.975,3.10093763,1.838875,2.25263538,2.97888516,1.1918
20200324,6.47517673,23.05786104,3.76274403,2.8726896,2.2833,2.82114152,2.70569205,2.10196034,1.95029436,1.484,1.61952068,4.436,1.452,2.26136802,1.875,3.56533452,1.499561,2.047,2.40147479,2.7457577,0.94207714,1.344,2.51712694,2.00536556,3.048,3.18711996,1.902325,2.3043121,3.09359999,1.2223
20200325,6.59475525,23.68215454,3.89029468,2.95103568,2.3495,2.94687005,2.73461137,2.17249468,2.01037165,1.522,1.6484533,4.566,1.511,2.33349786,1.94,3.68068358,1.5460991,2.096,2.44952664,2.81815056,0.96567276,1.388,2.57060157,2.07957988,3.157,3.28143269,1.9599,2.37830378,3.18117798,1.2583
20200326,6.55888169,23.48275333,3.86149292,2.93471358,2.335,2.92620235,2.72651396,2.16305308,2.0036516,1.531,1.64760649,4.56,1.516,2.32375059,1.946,3.66437159,1.5305864,2.098,2.45734903,2.82755223,0.97091623,1.36,2.5553231,2.04010418,3.223,3.27492836,1.97165,2.37125695,3.20091387,1.2498
20200327,6.56486062,23.5740679,3.81417574,2.93471358,2.2986,2.90209002,2.71725978,2.17749318,1.99625954,1.524,1.6521228,4.583,1.504,2.32375059,1.947,3.58747222,1.52438132,2.108,2.4450567,2.82308644,0.97441188,1.361,2.56105253,2.05115737,3.216,3.2895631,1.979875,2.35481436,3.19721339,1.2557
20200330,6.48713458,23.24235374,3.73805681,2.90315752,2.2363,2.83491999,2.690654,2.17453111,1.97824979,1.493,1.64125543,4.534,1.477,2.29645821,1.909,3.48260944,1.51817624,2.095,2.40259228,2.77243494,0.9613032,1.332,2.54195445,2.01168167,3.166,3.2537893,1.9552,2.30548657,3.15527463,1.247
20200331,6.49909243,23.34671326,3.73599954,2.92492032,2.2495,2.85558769,2.68255659,2.19841281,1.99760355,1.519,1.64181997,4.622,1.499,2.30815494,1.934,3.51057285,1.51714206,2.115,2.43946927,2.80146259,0.96742058,1.328,2.54768387,2.01799778,3.209,3.23427632,1.98105,2.33837176,3.24902009,1.2555
20200401,6.49909243,23.34857682,3.74834315,2.9162152,2.2305,2.86764385,2.6733024,2.19045224,1.99316831,1.502,1.63885614,4.596,1.496,2.30230658,1.922,3.51173799,1.5202446,2.109,2.43499934,2.78371694,0.96392494,1.347,2.54195445,2.03063001,3.163,3.23427632,1.958725,2.33132494,3.22188325,1.2534
20200402,6.59475525,23.54797802,3.86560746,2.96409336,2.2842,2.98303853,2.68602691,2.21766628,2.0154789,1.526,1.65847386,4.651,1.536,2.34324514,1.962,3.64572932,1.56885106,2.129,2.46740639,2.82578942,0.96305102,1.384,2.58206042,2.10642335,3.2,3.25866755,1.98105,2.38417613,3.2465531,1.2746
20200403,6.56486062,23.5740679,3.84709204,2.95538824,2.2661,2.9572039,2.68834045,2.22599711,2.00714603,1.523,1.65311074,4.635,1.529,2.32959895,1.954,3.62009619,1.56471434,2.128,2.45734903,2.82426164,0.9613032,1.372,2.57251138,2.08589599,3.221,3.23102416,1.98105,2.36303565,3.24902009,1.2683
20200407,6.73824947,24.09027476,3.94995546,3.02938176,2.3392,3.04159702,2.71957332,2.27635233,2.07394337,1.561,1.67484548,4.747,1.58,2.38613315,2.003,3.71796812,1.61745752,2.161,2.53892542,2.9152228,0.99276403,1.411,2.62980562,2.13958294,3.31,3.28631093,2.0351,2.42410814,3.34523253,1.2934
20200408,6.72629162,24.05486707,3.93555458,3.01850036,2.3292,3.02781855,2.71378946,2.25024907,2.05620243,1.552,1.66665967,4.725,1.569,2.37638588,1.993,3.68534415,1.61228662,2.151,2.51210579,2.89136606,0.983151,1.408,2.625986,2.12537169,3.3,3.25866755,2.022175,2.40649108,3.33043061,1.2878
20200409,6.73824947,24.25613184,3.94378366,3.03155804,2.3557,3.05156988,2.72651396,2.2522855,2.07622819,1.573,1.67032917,4.776,1.581,2.38808261,2.019,3.684179,1.60918408,2.164,2.54227787,2.93696416,0.99975533,1.409,2.63362523,2.13642488,3.417,3.2716762,2.048025,2.42293367,3.40690717,1.2902
